url	title	publish_date	authors	party	group	match	sentence	context	year	article_type	bias_label	bias_confidence	is_biased	id
https://nation.cymru/news/tories-deny-mimicking-farage-with-plan-to-quit-echr-criticised-by-rights-groups/	Tories deny mimicking Farage with plan to quit ECHR criticised by rights groups	2025-10-04 11:30:26	Molly Stubbs	reform_uk	right	Farage	You remember last week Nigel Farage had some announcement, and it fell apart within about ten minutes because he had forgotten about European Union citizens.	They write down slogans on the back of a fag packet. You remember last week Nigel Farage had some announcement, and it fell apart within about ten minutes because he had forgotten about European Union citizens. “What we have here is a very, very carefully thought-out position.	2025	news	biased	0.9426658153533936	1	10
https://nation.cymru/news/james-evans-ms-ousted-from-the-conservative-party-for-not-toeing-the-party-line/	James Evans MS ousted from the Conservative Party for not toeing the party line	2026-01-20 17:20:05	Emily Price	reform_uk	right	Reform	Meanwhile, Reform is fast becoming a retirement home for Conservatives worried about losing their seats.	She said: “This episode lays bare the complete mess the Conservatives have created by chasing Reform instead of focusing on the people of Wales. Meanwhile, Reform is fast becoming a retirement home for Conservatives worried about losing their seats. “When politicians jump ship based purely on whether it improves their chances of clinging on to power, it shows just how shallow and opportunistic this political game has become.	2026	news	biased	0.9880253672599792	1	11
https://nation.cymru/news/tommy-robinson-ally-poses-for-photo-at-reforms-caerphilly-hq/	Tommy Robinson ally poses for photo at Reform’s Caerphilly HQ	2025-10-06 21:50:12	Emily Price	reform_uk	right	Reform	Voice of Wales co-founder Stan Robinson left poses for a photo alongside former Lib Dem MP Lembit Öpik – Image: Stan Robinson X Emily Price A notorious far-right extremist and Tommy Robinson ally has been photographed at the office of Reform UK’s Caerphilly by-election candidate, Llŷr Powell.	Voice of Wales co-founder Stan Robinson left poses for a photo alongside former Lib Dem MP Lembit Öpik – Image: Stan Robinson X Emily Price A notorious far-right extremist and Tommy Robinson ally has been photographed at the office of Reform UK’s Caerphilly by-election candidate, Llŷr Powell. Voice of Wales co-founder Stan Robinson posed for photos in the foyer of the Reform’s Caerphilly head quarters on Cardiff Road alongside Ex-Liberal Democrat MP, now Nigel Farage supporter, Lembit Öpik.	2025	news	biased	0.8637321591377258	1	12
https://nation.cymru/news/rayner-claims-reform-will-fail-women-as-she-weighs-in-on-online-safety-row/	Rayner claims Reform will ‘fail women’ as she weighs in on online safety row	2025-08-17 08:20:14	Molly Stubbs	reform_uk	right	Reform	“Reform will always prioritise prosecuting abuse but will never let women’s safety be hijacked to justify censorship.	“I am calling on Jess Phillips to debate me on women’s safety – she ignored the grooming gangs scandal and now she’s wilfully deceiving voters on this issue. “Reform will always prioritise prosecuting abuse but will never let women’s safety be hijacked to justify censorship. “You don’t protect women by silencing speech.	2025	news	biased	0.9835247993469238	1	13
https://nation.cymru/news/first-minister-warns-of-chaos-if-labour-loses-senedd-election/	First Minister warns of chaos if Labour loses Senedd election	2025-09-28 19:23:15	Mark Mansfield	reform_uk	right	Reform	After 26 years of failing to ensure national renewal, Labour really isn’t as good as it gets.” Earlier this month a new Barn Cymru/YouGov poll showed Labour trailing badly, with Plaid Cymru on 30% and Reform close behind on 29%, with Labour languishing on 14%.	A party spokesperson said: “It’s rather telling that Jo Stevens has opted to use her conference platform to talk Wales down at a time where more and more Labour voters are coming over to Plaid Cymru with our positive vision. After 26 years of failing to ensure national renewal, Labour really isn’t as good as it gets.” Earlier this month a new Barn Cymru/YouGov poll showed Labour trailing badly, with Plaid Cymru on 30% and Reform close behind on 29%, with Labour languishing on 14%. Seat projections suggest Labour could fall to just 11 Senedd members, with Plaid and Reform neck and neck for the largest group.	2025	news	biased	0.7330900430679321	1	14
https://nation.cymru/news/reform-uk-refuses-to-take-part-in-first-senedd-election-debate/	Reform UK refuses to take part in first Senedd election debate	2026-01-04 13:00:03	Mark Mansfield	reform_uk	right	Reform	A BBC spokesperson told us: “Reform did not provide an explanation.” Those participating in the debate will be James Evans MS for the Welsh Conservatives, Green Party Wales leader Anthony Slaughter, Deputy First Minister Huw Irranca-Davies MS for Labour, Cllr Rodney Berman for the Welsh Liberal Democrats and Mabon ap Gwynfor MS for Plaid Cymru.	Nation.Cymru asked BBC Wales whether Reform had offered an explanation for its non-appearance. A BBC spokesperson told us: “Reform did not provide an explanation.” Those participating in the debate will be James Evans MS for the Welsh Conservatives, Green Party Wales leader Anthony Slaughter, Deputy First Minister Huw Irranca-Davies MS for Labour, Cllr Rodney Berman for the Welsh Liberal Democrats and Mabon ap Gwynfor MS for Plaid Cymru. Mabon ap Gwynfor, Plaid Cymru’s Health and Social Care spokesperson, told us: “Reform are seeking to use Wales purely for their own gain, yet their utter contempt towards us demonstrates itself time and again, be it in Farage’s refusal to appoint a Welsh leader, by having no policies or interest in getting to grips with the issues we face, or by refusing to turn up to important debates.	2026	news	biased	0.6494120955467224	1	15
https://nation.cymru/news/ex-plaid-cymru-leader-encourages-costly-back-charge-trick-for-political-letters/	Ex Plaid Cymru leader encourages costly back charge trick for political letters	2025-11-30 20:02:14	Molly Stubbs	reform_uk	right	Reform	Using a handwritten font and appearing to have been penned by a Caerphilly resident, Andrew Russell, these letters criticised Welsh Labour while encouraging votes for Reform UK.	Powell and his party also came under fire during his by-election campaign for sending out “misleading” letters. Using a handwritten font and appearing to have been penned by a Caerphilly resident, Andrew Russell, these letters criticised Welsh Labour while encouraging votes for Reform UK. However, when Nation.Cymru questioned Andrew Jones , campaign manager for Reform UK’s Caerphilly branch, about whether the sender was really a neighbour of Caerphilly residents, Jones refused to confirm that Russell lived in Caerphilly, but indicated that he does live in “south Wales”.	2025	news	biased	0.5259500741958618	1	16
https://nation.cymru/news/reform-uk-head-of-comms-branded-prominent-welsh-journalist-a-c/	Reform UK head of comms branded prominent Welsh journalist a ‘c***’	2025-11-28 16:30:14	Emily Price	reform_uk	right	Reform	A Reform UK source said: “After the embarrassment at Caerphilly with a decent experienced local candidate, basically a comms and management disaster by Thomas and the comms ‘experts’ in HQ, another cock up is last thing we needed.	Nation.Cymru made Will Hayward aware of the messages prior to the publication of this article. A Reform UK source said: “After the embarrassment at Caerphilly with a decent experienced local candidate, basically a comms and management disaster by Thomas and the comms ‘experts’ in HQ, another cock up is last thing we needed. “All the polling companies said we’d win and Llyr was supposed to be there in that Senedd fighting for Caerphilly.	2025	news	biased	0.8913173079490662	1	17
https://nation.cymru/news/british-muslims-fear-musk-influence-and-emboldened-islamophobia-under-trump/	British Muslims fear Musk influence and emboldened Islamophobia under Trump’	2025-01-20 09:17:18	Mark Mansfield	reform_uk	right	Farage	We’re worried about the kind of normalisation of figures on the far-right, particularly the Tommy Robinsons and even Nigel Farage, which just always veer away from the illegal, you know, just on the borderline.	“I think we’re worried about the influence of Musk. We’re worried about the kind of normalisation of figures on the far-right, particularly the Tommy Robinsons and even Nigel Farage, which just always veer away from the illegal, you know, just on the borderline. “But Tommy’s obviously been very vocal about his sentiment and feeling.	2025	news	biased	0.6924054622650146	1	18
https://nation.cymru/news/farages-bid-to-bring-advance-legislation-to-leave-echr-blocked-by-mps/	Farage’s bid to bring advance legislation to leave ECHR blocked by MPs	2025-10-29 19:21:34	Mark Mansfield	reform_uk	right	Reform	Make no mistake where they fail to stand up to Reform and Farage, the Liberal Democrats will fight for the country of tolerance, rule of law and fairness that we believe in	“I am beyond disappointed that most Welsh Labour MPs didn’t bother to vote on what is such an important issue. Make no mistake where they fail to stand up to Reform and Farage, the Liberal Democrats will fight for the country of tolerance, rule of law and fairness that we believe in	2025	news	biased	0.8706798553466797	1	19
https://nation.cymru/news/farage-introducing-poison-into-politics-warns-starmer-amid-row-over-reform-ad/	Farage ‘introducing poison into politics’, warns Starmer amid row over Reform ad	2025-05-29 10:17:08	Stephen Price	reform_uk	right	Farage	Their campaign is in collapse and Keir Starmer is busy pandering to Farage.	He wrote: “The problem is that Labour can’t do that. Their campaign is in collapse and Keir Starmer is busy pandering to Farage. “And so, I am today asking Labour supporters to act.	2025	news	biased	0.8406683802604675	1	20
https://nation.cymru/news/nigel-farage-sets-out-plan-for-reverse-takeover-of-conservative-party/	Nigel Farage sets out plan for ‘reverse takeover’ of Conservative Party	2024-06-04 07:33:58	Emily Price	reform_uk	right	Reform	He compared the situation to Canadian politics, where Stephen Harper had been elected as a Reform MP but went on to head a “new Conservative” government.	The veteran Eurosceptic, now installed as Reform UK leader and seeking to win the Clacton seat at the General Election, suggested a “chunk” of the Conservatives could join his party. He compared the situation to Canadian politics, where Stephen Harper had been elected as a Reform MP but went on to head a “new Conservative” government. Mr Farage on Monday U-turned on his previous suggestion he would not stand in this General Election, opting to fight in Clacton and being installed as Reform leader in place of Richard Tice.	2024	news	biased	0.5150564908981323	1	21
https://nation.cymru/news/nigel-farage-calls-for-re-industrialisation-of-wales/	Nigel Farage calls for ‘re-industrialisation’ of Wales	2025-06-09 14:30:17	Molly Stubbs	reform_uk	right	Reform	In response to the announcements, Plaid Cymru MS, Heledd Fychan, said: “Today, Reform have shown us what they offer Wales, empty headlines and nonsensical policies.	He doesn’t care about steel communities or steel workers.” Ms Brady said the plans to shut the blast furnaces were made by the last Tory government and the union wanted Labour to “make good on their promises to our members in Port Talbot”. In response to the announcements, Plaid Cymru MS, Heledd Fychan, said: “Today, Reform have shown us what they offer Wales, empty headlines and nonsensical policies. “Farage has parachuted himself into a community recently devastated by UK Government inaction, and is taking advantage of the loss by claiming to reopen the blast furnaces, something the industry have already told us is impossible.	2025	news	biased	0.918102502822876	1	22
https://nation.cymru/news/outrage-over-reform-rape-gangs-smear/	Outrage over Reform ‘rape gangs’ smear	2025-05-08 20:37:57	Mark Mansfield	reform_uk	right	Reform	Ben Whitley/PA Wire Martin Shipton A social media user who got into a row with Reform UK on Facebook was outraged when he found himself unjustly smeared by a Reform Facebook account, accused of complicity with rape gangs.	Reform UK leader Nigel Farage. Ben Whitley/PA Wire Martin Shipton A social media user who got into a row with Reform UK on Facebook was outraged when he found himself unjustly smeared by a Reform Facebook account, accused of complicity with rape gangs. Reform UK Llanelli posted a public comment addressed to Jon Hancock, stating: “If I recollect some of your previous comments on the rape gangs, you were very complicit and quite happy for the victims to be ignored and the perpetrators to slip through the net.	2025	news	biased	0.9569948315620422	1	23
https://nation.cymru/news/first-minister-calls-on-reform-senedd-candidate-to-explain-what-he-knows-about-gill-bribes/	First Minister calls on Reform Senedd candidate to explain what he knows about Gill bribes	2025-09-30 20:27:25	Emily Price	reform_uk	right	Reform	“He has spoken openly of his admiration for Vladimir Putin and even pushed the Russian propaganda lie that the west provoked the illegal Russian invasion of Ukraine.” ‘Corruption’ Baroness Morgan agreed that there was a “real possiblity of corruption and chaos” as evidenced by the criminal behaviour of the former leader of Reform in Wales.	“The current Reform leader in Wales – who of course doesn’t live in Wales – Nigel Farage has also disgustingly cosied up to the Russians in the past. “He has spoken openly of his admiration for Vladimir Putin and even pushed the Russian propaganda lie that the west provoked the illegal Russian invasion of Ukraine.” ‘Corruption’ Baroness Morgan agreed that there was a “real possiblity of corruption and chaos” as evidenced by the criminal behaviour of the former leader of Reform in Wales. She said: “I think we have all be appalled by the acts of the former leader of Reform in Wales and a person who was a member of this Chamber – one of seven members elected to the party led by Nigel Farage.	2025	news	biased	0.96807599067688	1	24
https://nation.cymru/news/reform-uk-in-turmoil-following-no-show-at-broadcast-debate/	Reform UK in turmoil following ‘no show’ at broadcast debate	2026-01-05 20:00:19	Mark Mansfield	reform_uk	right	Reform	“Reform UK is polling strongly because people here want real change – not choreographed studio debates moderated by the BBC’s political class, including editors such as Gareth Lewis, who challenge outsiders far more aggressively than those who’ve already failed our communities.	“Comments from figures such as Mabon ap Gwynfor ring hollow when Plaid has spent years sustaining the very set-up voters are now rejecting. “Reform UK is polling strongly because people here want real change – not choreographed studio debates moderated by the BBC’s political class, including editors such as Gareth Lewis, who challenge outsiders far more aggressively than those who’ve already failed our communities. “We will engage directly with residents of Afan Ogwr Rhondda – on the ground, online and through open, fair scrutiny – not through managed debates designed to protect the status quo.	2026	news	biased	0.9741770029067992	1	25
https://nation.cymru/news/reform-branded-insensitive-over-campaign-mail-to-caerphilly-residents-on-day-of-late-mss-funeral/	Reform branded ‘insensitive’ over campaign mail to Caerphilly residents on day of late MS’s funeral	2025-09-03 07:02:20	Emily Price	reform_uk	right	Reform	‘Crass’ Welsh Conservative politician Richard John branded Reform’s campaign letters “crass” adding that other parties had paused campaigning following news of Mr David’s sudden death.	A by-election is expected to be held within the next three months. ‘Crass’ Welsh Conservative politician Richard John branded Reform’s campaign letters “crass” adding that other parties had paused campaigning following news of Mr David’s sudden death. He said: “It is incredibly insensitive that on the very day Caerphilly came together to pay its respects to Hefin David, residents were receiving political mail from Reform UK asking for poster sites and donations.	2025	news	biased	0.600010097026825	1	26
https://nation.cymru/news/farage-doubles-down-on-lies-about-nation-of-sanctuary-spending/	Farage doubles down on lies about Nation of Sanctuary spending	2025-10-10 08:29:48	Stephen Price	reform_uk	right	Reform	A Reform poster in Caerphilly Martin Shipton Reform UK has doubled down on false claims that the Welsh Government’s Nation of Sanctuary programme is spending £55m on asylum seekers, in a signed letter from party leader Nigel Farage delivered to homes in Caerphilly.	A Reform poster in Caerphilly Martin Shipton Reform UK has doubled down on false claims that the Welsh Government’s Nation of Sanctuary programme is spending £55m on asylum seekers, in a signed letter from party leader Nigel Farage delivered to homes in Caerphilly. In less than two weeks, on October 23, a Senedd by-election will be held in the Caerphilly constituency following the sudden death of Labour MS Hefin David in August.	2025	news	biased	0.9574772715568542	1	27
https://nation.cymru/news/tory-ms-rips-up-lib-dem-press-release-in-angry-video/	Tory MS rips up Lib Dem press release in angry video	2025-05-12 20:15:38	Emily Price	reform_uk	right	Reform	“The Liberal Democrats have said James Evans is on the one hand trying to tell those in the centre he represents traditional Conservatism, while on the one hand, he has apparently considered joining the hard-right populist Reform party.	“The reports, outlined by Nation.Cymru, accused James Evans of having discussions to defect to Reform UK six months ago in London. “The Liberal Democrats have said James Evans is on the one hand trying to tell those in the centre he represents traditional Conservatism, while on the one hand, he has apparently considered joining the hard-right populist Reform party. “The Liberal Democrats have pointed to James Evans’ history of supporting Liz Truss and her disastrous economic plan that sent mortgages skyrocketing and posing for photos with Nigel Farage as evidence that he isn’t clear where he stands with his constituents.	2025	news	biased	0.6928671002388	1	28
https://nation.cymru/news/plaid-and-snp-team-up-to-launch-attack-on-farages-hateful-politics/	Plaid and SNP team up to launch attack on Farage’s ‘hateful politics’	2025-10-30 19:15:25	Emily Price	reform_uk	right	Farage	First Minister John Swinney and Plaid Cymru Leader Rhun ap Iorwerth during a meeting at Bute House in Edinburgh – Image: Jeff J Mitchell / PA Media Emily Price Plaid Cymru and the Scottish National Party have launched an attack on Nigel Farage’s “hateful, extreme politics” following the announcement of a new alliance between the two parties.	First Minister John Swinney and Plaid Cymru Leader Rhun ap Iorwerth during a meeting at Bute House in Edinburgh – Image: Jeff J Mitchell / PA Media Emily Price Plaid Cymru and the Scottish National Party have launched an attack on Nigel Farage’s “hateful, extreme politics” following the announcement of a new alliance between the two parties. Plaid leader Rhun ap Iorwerth and Scotland’s First Minister John Swinney met in Edinburgh on Thursday (October 30) to discuss joining forces.	2025	news	biased	0.9314376711845398	1	29
https://nation.cymru/news/starmer-farages-fantasy-economics-will-lead-to-liz-truss-style-meltdown/	Starmer: Farage’s ‘fantasy’ economics will lead to Liz Truss-style meltdown	2025-05-29 10:26:14	Mark Mansfield	reform_uk	right	Farage	On a visit to meet workers at a manufacturing business in the North West, Sir Keir is expected to brand Mr Farage’s policies a “mad experiment”.	‘Mad experiment’ Responding to Mr Farage’s speech, IFS deputy director Helen Miller said the announcements on winter fuel payments and the two-child benefit cap were “dwarfed” by the change to income tax personal allowance. On a visit to meet workers at a manufacturing business in the North West, Sir Keir is expected to brand Mr Farage’s policies a “mad experiment”. But a Conservative frontbencher said voters have “lost interest” in Labour and that Sir Keir is “trying to basically aim his fire all around him”.	2025	news	biased	0.5160852670669556	1	30
https://nation.cymru/news/starmer-faces-fresh-pressure-over-returns-deal-after-blocked-deportation/	Starmer faces fresh pressure over returns deal after blocked deportation	2025-09-17 07:35:10	Stephen Price	reform_uk	right	Reform	“She refused to listen, and here is the predictable result.” “Not telling the truth” Reform UK leader Nigel Farage claimed that the Government was “not telling the truth” about its immigration plans, adding: “Even if the policy worked, one in, one out, and with another one in, still means plus one for everyone that crosses the Channel.” The latest setback comes after reports suggested the first flight carrying Channel migrants back to France under the returns scheme had not taken place as planned.	Mr Philp added: “On Monday I told the new Home Secretary in Parliament that unless they disapply the Human Rights Act for immigration cases, their meagre returns deal would collapse in court. “She refused to listen, and here is the predictable result.” “Not telling the truth” Reform UK leader Nigel Farage claimed that the Government was “not telling the truth” about its immigration plans, adding: “Even if the policy worked, one in, one out, and with another one in, still means plus one for everyone that crosses the Channel.” The latest setback comes after reports suggested the first flight carrying Channel migrants back to France under the returns scheme had not taken place as planned. The Air France flight went ahead without any asylum seekers on board on Monday, according to The Times.	2025	news	biased	0.6824156045913696	1	31
https://nation.cymru/news/outrage-over-reform-rape-gangs-smear/	Outrage over Reform ‘rape gangs’ smear	2025-05-08 20:37:57	Mark Mansfield	reform_uk	right	Reform	You may be taking your talking points from Musk but to claim other parties support rape gangs is disgusting behaviour from a prospective candidate.” Reform UK Llanelli – not Mr Beer personally – responded, stating: “You seem to support not to have an independent proper inquiry to uncover the truth.	Same as all the other parties then. You may be taking your talking points from Musk but to claim other parties support rape gangs is disgusting behaviour from a prospective candidate.” Reform UK Llanelli – not Mr Beer personally – responded, stating: “You seem to support not to have an independent proper inquiry to uncover the truth. Why?” ‘Bandwagon’ Mr Hancock stated: This is nothing more than jumping on a bandwagon trying to make political capital out of horrendous crimes.	2025	news	biased	0.9648370742797852	1	32
https://nation.cymru/news/senedd-security-guard-elected-as-reform-councillor-in-cardiff/	Senedd security guard elected as Reform councillor in Cardiff	2025-09-20 12:46:44	Mark Mansfield	reform_uk	right	Reform	It is pretty extraordinary that well established rules on neutrality have been put aside to accommodate a Reform candidate.	This is a front of house role and as such should of course be politically neutral. It is pretty extraordinary that well established rules on neutrality have been put aside to accommodate a Reform candidate. Two tier rules are not acceptable.	2025	news	biased	0.9819231629371644	1	33
https://nation.cymru/news/farage-to-pledge-to-reopen-port-talbot-steel-works/	Farage to pledge to ‘reopen’ Port Talbot steelworks	2025-06-09 17:01:04	Emily Price	reform_uk	right	Farage	Welsh Liberal Democrat Leader Jane Dodds says Farage had “some real cheek” to come to Port Talbot and “promise them the world”.	Farage has said he would be willing to work with any other party to form a government in Wales in 2026. Welsh Liberal Democrat Leader Jane Dodds says Farage had “some real cheek” to come to Port Talbot and “promise them the world”. She said: “Like his idols, Donald Trump and Liz Truss, Nigel Farage would wreck the Welsh economy and local services with unfunded tax cuts and the hollowing out of public services.	2025	news	biased	0.9045675992965698	1	34
https://nation.cymru/news/badenoch-insists-britain-is-not-broken-in-rebuke-of-defector-jenrick/	Badenoch insists ‘Britain is not broken’ in rebuke of defector Jenrick	2026-01-17 14:00:50	Molly Stubbs	reform_uk	right	Reform	Mr Jenrick described Britain as “broken” – something he blamed on both the Conservatives and the Labour Party – and insisted only Reform could fix it, in a wide-ranging speech on Thursday when he confirmed his defection.	The Conservative leader is attempting to offer a more positive message to voters than her one-time shadow justice secretary, who defected to Nigel Farage’s party on Thursday. Mr Jenrick described Britain as “broken” – something he blamed on both the Conservatives and the Labour Party – and insisted only Reform could fix it, in a wide-ranging speech on Thursday when he confirmed his defection. The new Reform recruit hit out at members of the shadow cabinet, singling out Sir Mel Stride and Dame Priti Patel, and criticised them for their part in the previous Conservative government in which he also served.	2026	news	biased	0.508056640625	1	35
